iter	AUC	Logloss
177	0.9756729302	0.1414903868
178	0.9757089165	0.1413076403
179	0.9758032352	0.1410581787
180	0.9758521076	0.1409362699
181	0.9759683635	0.1406630013
182	0.9760984183	0.1403705544
183	0.9761073426	0.1402871981
184	0.976212214	0.140041829
185	0.9762694326	0.139885555
186	0.9763215053	0.1397468346
187	0.9763931537	0.1395663303
188	0.9764819775	0.13927318
189	0.9765822176	0.139035377
190	0.9766502991	0.138875592
191	0.9767011452	0.1387115935
192	0.9767589207	0.13857721
193	0.9768545787	0.1383338762
194	0.9769574693	0.1380264028
195	0.9770598664	0.1377355347
196	0.9771579988	0.1375099797
197	0.9772587464	0.137290205
198	0.9773169378	0.1371007559
199	0.9773514367	0.1369903871
200	0.9774453537	0.1367426112
201	0.9774891576	0.1366125324
202	0.977580861	0.1364169204
203	0.9776501127	0.1362068297
204	0.9777382563	0.1359756875
205	0.9777845415	0.1358054654
206	0.9778346052	0.1356701105
207	0.9778827303	0.1355047801
208	0.9779999096	0.1351765922
209	0.9780455745	0.1350706732
210	0.9780746738	0.1349832485
211	0.9781144526	0.1348158465
212	0.978178805	0.1346482208
213	0.9782634804	0.1344581902
214	0.9783375678	0.1342419539
215	0.9784637984	0.133938694
216	0.9784847558	0.1338477305
217	0.9784922279	0.133801243
218	0.9785931377	0.1335992967
219	0.9786537893	0.1334532251
220	0.9786987352	0.1332899696
221	0.9787697985	0.1330677129
222	0.9788434136	0.1329123456
223	0.9788853248	0.1327905056
224	0.9790001286	0.1324692994
225	0.9790353959	0.1323757562
226	0.9791339018	0.1321354401
227	0.9791735608	0.1320088229
228	0.9792455546	0.1318243559
229	0.97931162	0.1316376145
230	0.9793948468	0.1314593205
231	0.9794222824	0.1313588611
232	0.9794653602	0.1312348565
233	0.9795254831	0.1310670915
234	0.9795764032	0.1309026568
235	0.9796376329	0.1307232453
236	0.9796740809	0.1306161422
237	0.979721769	0.1304636048
238	0.9797617099	0.1303311693
239	0.9798451446	0.1301018402
240	0.9799066209	0.1299025428
241	0.9800121056	0.1296041283
242	0.9800992518	0.1294029377
243	0.9801894114	0.129222921
244	0.9802595583	0.1290426555
245	0.9803139925	0.1288807775
246	0.9803734105	0.1287056457
247	0.9804410549	0.1285339917
248	0.9805266044	0.1283504486
249	0.980582688	0.1282027832
250	0.9806525741	0.1280159568
251	0.9807224109	0.1278429817
252	0.9808157744	0.1275981675
253	0.9809173115	0.1273476776
254	0.9809779138	0.1271446912
255	0.98110087	0.1268010958
256	0.9811329228	0.1267195415
257	0.981203824	0.1264972155
258	0.9812911922	0.1262866765
259	0.9813675565	0.1260596824
260	0.9814295474	0.125881661
261	0.9815486936	0.1255851897
262	0.9816155978	0.125401805
263	0.9816498782	0.1253072248
264	0.9817106919	0.1251271445
265	0.9817706456	0.1249465845
266	0.9818201524	0.1247800792
267	0.981879232	0.124610686
268	0.981963562	0.1243978509
269	0.982011828	0.1242540215
270	0.9820656419	0.1240811774
271	0.9821157936	0.1239096612
272	0.982195168	0.1236958223
273	0.9822787084	0.123490167
274	0.9823234428	0.1233648481
275	0.9823744793	0.123209327
276	0.9824245605	0.1230633293
277	0.9824984365	0.1228438814
278	0.9825745964	0.1226388161
279	0.9826303487	0.1224869722
280	0.9826933689	0.1223378312
281	0.9827148408	0.1222158613
282	0.9827608441	0.1221005558
283	0.9828017931	0.1219910462
284	0.9828415649	0.1218337532
285	0.9829045286	0.1216388083
286	0.9829478814	0.121511006
287	0.9829851859	0.1213832846
288	0.9830391689	0.1212509654
289	0.9830882598	0.1210919166
290	0.9831424542	0.120867362
291	0.9832261568	0.12065176
292	0.9832938153	0.1204890423
293	0.9833527187	0.120285675
294	0.983424635	0.1200915138
295	0.9835243252	0.1198332674
296	0.9835296756	0.1197794228
297	0.9835799436	0.1196241609
298	0.9836470876	0.1194691298
299	0.9836847587	0.1193671199
300	0.9837320379	0.119226208
301	0.9837917378	0.1190532422
302	0.9838174181	0.1189866051
303	0.983908325	0.1187615251
304	0.9839378472	0.1186840183
305	0.9840023477	0.1185111694
306	0.9840810382	0.1183490178
307	0.9841556544	0.1181609216
308	0.9841965822	0.118018308
309	0.9842668207	0.1178429975
310	0.9842952785	0.1177547277
311	0.984333584	0.1176533095
312	0.9843586828	0.1175327737
313	0.9843899179	0.1174326939
314	0.9844317763	0.1173070292
315	0.9844849486	0.1171511065
316	0.9845452266	0.1169731717
317	0.9845672695	0.1168614734
318	0.9845966014	0.1167663228
319	0.9846602701	0.1166039972
320	0.9847116871	0.1164456946
321	0.984788559	0.1162104798
322	0.9848152404	0.11609106
323	0.9848904486	0.115913865
324	0.984936748	0.115785673
325	0.9849936	0.1156330931
326	0.9850514883	0.1154442074
327	0.9851093977	0.115252875
328	0.9851467939	0.1151356054
329	0.9852036248	0.1149439958
330	0.9852604698	0.1147783994
331	0.9853086865	0.1146263637
332	0.9853661378	0.114459026
333	0.9854119648	0.1143607138
334	0.9854300743	0.1142636509
335	0.9854594062	0.1141667401
336	0.9855063047	0.1140549646
337	0.9855454843	0.1139075738
338	0.9855806811	0.1137711421
339	0.9856231598	0.113616693
340	0.9857064888	0.1134001504
341	0.9857467751	0.1132828444
342	0.9858021891	0.1131420213
343	0.9858304565	0.1130327992
344	0.9858666825	0.1128984435
345	0.9859035007	0.1127655256
346	0.9859434346	0.1126179375
347	0.9860079068	0.112436253
348	0.9860568849	0.1122948457
349	0.9861243601	0.1121200792
350	0.986181184	0.1119562759
351	0.9862727324	0.1117089095
352	0.9863205473	0.1115858732
353	0.9863674176	0.1114578445
354	0.9864253412	0.1113118965
355	0.9864657474	0.1111684071
356	0.9865125754	0.1110345725
357	0.9865244181	0.1109867259
358	0.9865602071	0.1108729011
359	0.9866044621	0.1107536071
360	0.9866692164	0.1105728235
361	0.986711406	0.110421573
362	0.9867801572	0.1102406547
363	0.9867954117	0.1101599705
364	0.9868958668	0.1098325891
365	0.9869358712	0.1097109844
366	0.9869683399	0.109569402
367	0.9870071107	0.1094148303
368	0.9870676072	0.1092467008
369	0.987096932	0.1091434673
370	0.9871257281	0.1090763292
371	0.9871561314	0.1089966124
372	0.9871865559	0.1089041491
373	0.9872083663	0.1088262113
374	0.9872538549	0.108653529
375	0.9873068581	0.108505876
376	0.987348801	0.1083654251
377	0.9873735368	0.1082650837
378	0.9874333989	0.1080968788
379	0.9874541659	0.1080462246
380	0.9874904835	0.1079476323
381	0.987508593	0.1078578264
382	0.9875363529	0.1077729968
383	0.9875660231	0.1076834144
384	0.9875987738	0.1075752116
385	0.9876306927	0.1074618643
386	0.9876695834	0.1073099458
387	0.987735402	0.1071260533
388	0.9877954615	0.1069392014
389	0.9878132537	0.1068813378
390	0.9878513971	0.1067546807
391	0.9878614916	0.1067220659
392	0.987877148	0.1066303706
393	0.9879011506	0.1065152269
394	0.9879608223	0.1063524098
395	0.9880162011	0.1061917389
396	0.9880504674	0.1060978374
397	0.9880872997	0.1059699297
398	0.9881202055	0.1058736172
399	0.988160943	0.1057508684
400	0.9881997208	0.1056466935
401	0.9882253025	0.1055287823
402	0.9882494954	0.1054499184
403	0.9882762472	0.1053622968
404	0.9883387316	0.1051769049
405	0.9883748096	0.1050720409
406	0.9883944699	0.104994459
407	0.9884138482	0.1049407686
408	0.9884281088	0.1048617868
409	0.9884394933	0.1048027065
410	0.9884786095	0.1047044609
411	0.9885044732	0.104580977
412	0.9885299068	0.1044904193
413	0.9885593091	0.1043753893
414	0.9885720964	0.1043103042
415	0.9886161823	0.1041589121
416	0.9886433783	0.1040629249
417	0.9886730485	0.1039795893
418	0.9886826495	0.1039303174
419	0.9887199682	0.1038166509
420	0.9887480875	0.1036897394
421	0.9887790901	0.1035838291
422	0.9888349129	0.1033904488
423	0.9888632226	0.1032806933
424	0.9888744168	0.1032194371
425	0.9889152389	0.1030867584
426	0.9889467349	0.1030014298
427	0.9889910675	0.1028796901
428	0.9890119614	0.1028036792
429	0.9890493858	0.1027008897
430	0.9890701176	0.1026276654
431	0.9891292888	0.1024135539
432	0.9891801208	0.1022759841
433	0.9892211897	0.1021347543
434	0.989234696	0.1020871902
435	0.9892718384	0.1019748298
436	0.9892899197	0.1018981864
437	0.9893225928	0.1017932933
438	0.9893441494	0.1017101403
439	0.9893559216	0.1016619944
440	0.9893901738	0.1015592345
441	0.9894091292	0.1014493516
442	0.9894172499	0.1014104557
443	0.9894356132	0.1013247883
444	0.9894623227	0.1012098417
445	0.9895075224	0.1010810718
446	0.9895246732	0.1010299085
447	0.9895520594	0.1009195584
448	0.9895721145	0.1008504452
449	0.9895814124	0.100796195
450	0.989591373	0.1007676691
451	0.9896149809	0.1006587171
452	0.9896282828	0.1005729663
453	0.9896437276	0.1005154965
454	0.9896632328	0.1004552475
455	0.9897033782	0.1003188406
456	0.9897298269	0.1002066306
457	0.9897372286	0.1001659785
458	0.9897780578	0.1000389586
459	0.9898259009	0.09990366419
460	0.9898743644	0.09974320504
461	0.9898817449	0.09970654393
462	0.9899170616	0.09959909885
463	0.989944906	0.0995069348
464	0.9899640306	0.09940467495
465	0.9899920019	0.09926130577
466	0.9900137206	0.09918977977
467	0.9900430595	0.09904689492
468	0.9900738506	0.09893526949
469	0.990115293	0.09882183344
470	0.9901612681	0.09868163881
471	0.9902257122	0.09852911352
472	0.9902456192	0.09846846309
473	0.9902640459	0.0984058199
474	0.9903088155	0.09828370087
475	0.990329498	0.09819999462
476	0.9903543183	0.09808843861
477	0.9903805626	0.09798202127
478	0.9904126225	0.09785099187
479	0.9904388316	0.09777450821
480	0.9904494125	0.09772635258
481	0.9904600357	0.09769146182
482	0.9904894662	0.09759287638
483	0.9905035647	0.09754404041
484	0.9905269681	0.09741231431
485	0.9905614036	0.09728886531
486	0.9905986729	0.09714563783
487	0.9906272505	0.09703616996
488	0.9906510487	0.09691610627
489	0.9906701521	0.09682549131
490	0.9906848991	0.09676841572
491	0.990721689	0.0966303323
492	0.9907465658	0.09653475231
493	0.9907804373	0.09639253697
494	0.9908417022	0.09615605934
495	0.9908580775	0.09608077736
496	0.9908658669	0.09605568452
497	0.9908893197	0.09596787781
498	0.9909069005	0.09590368608
499	0.9909294228	0.09583271543
500	0.9909598755	0.09571518051
501	0.9909666498	0.09567718054
502	0.9909942616	0.09556898757
503	0.9910179189	0.09546120142
504	0.991062181	0.09531701574
505	0.991134633	0.09509228976
506	0.9911539902	0.0950028293
507	0.9911976108	0.0947983794
508	0.9912273938	0.0946606881
509	0.9912378055	0.09462266343
510	0.9912426766	0.09457095001
511	0.9912819337	0.09441912673
512	0.9913156431	0.09429308165
513	0.9913193863	0.0942692002
514	0.991350128	0.09416183014
515	0.99137848	0.0940537859
516	0.9914021372	0.09393156107
517	0.9914195277	0.09385552252
518	0.991435325	0.09377199021
519	0.9914769296	0.09364267738
520	0.991515792	0.093516595
521	0.9915265632	0.09344647968
522	0.9915274514	0.09339137987
523	0.9915475135	0.0933309333
524	0.991579087	0.09321616193
525	0.991597267	0.09314264128
526	0.9916127189	0.09309330129
527	0.9916171388	0.09305755238
528	0.9916359743	0.09298583945
529	0.9916506861	0.09291831292
530	0.9916593002	0.09285690948
531	0.9917149821	0.09265562869
532	0.9917468587	0.09252284632
533	0.9917708684	0.09243062818
534	0.9918072636	0.09229324654
535	0.9918317033	0.09220301217
536	0.9918473808	0.09214803479
537	0.9918866027	0.0920304331
538	0.9919012369	0.09197402499
539	0.9919433983	0.09183652917
540	0.9919628965	0.09174488778
541	0.9919948577	0.09162859385
542	0.9920311965	0.09148644075
543	0.9920647932	0.09137633062
544	0.9920761988	0.09133577973
545	0.9920996093	0.09123687879
546	0.9921202847	0.09116839794
547	0.9921326491	0.09110002586
548	0.9921497928	0.09102898516
549	0.9921819232	0.09089185611
550	0.9921919049	0.09083311889
551	0.9922011535	0.09079661525
552	0.992207956	0.090746207
553	0.9922246909	0.09067409338
554	0.9922498355	0.09058473906
555	0.9922599652	0.09053437012
556	0.9922895156	0.09042311039
557	0.9923134618	0.09030952988
558	0.9923251636	0.09025577717
559	0.9923358361	0.09021241781
560	0.9923513092	0.09015445857
561	0.992382791	0.09003057928
562	0.9924045238	0.08995505787
563	0.9924427377	0.08979879687
564	0.9924508725	0.08974470697
565	0.9924757774	0.08962932207
566	0.9924891569	0.08955015247
567	0.9925177556	0.08940403107
568	0.9925353928	0.08928759966
569	0.9925582323	0.08919798427
570	0.9925673399	0.08914772171
571	0.9925909548	0.08902533309
572	0.9926031006	0.08895635939
573	0.9926108407	0.08891103733
574	0.9926413357	0.0887602987
575	0.9926599456	0.08867008275
576	0.9926999289	0.088498639
577	0.9927370008	0.08836339522
578	0.9927668331	0.08826791014
579	0.9927842306	0.08820749834
580	0.9928079302	0.08810394988
581	0.9928159028	0.08804495438
582	0.9928396658	0.08796010133
583	0.9928527915	0.08788436323
584	0.9928845271	0.08774646229
585	0.9928904767	0.08772069387
586	0.9928955098	0.087691133
587	0.9929132457	0.08757795581
588	0.9929412382	0.08746055213
589	0.9929709789	0.08732777124
590	0.9929899484	0.08724065377
591	0.9930087275	0.08711852859
592	0.9930342175	0.0869876257
593	0.9930434379	0.08692870771
594	0.9930647196	0.08684045291
595	0.9930781554	0.08677806363
596	0.993102581	0.08667027229
597	0.9931125627	0.08659819796
598	0.9931318917	0.08650340475
599	0.9931490143	0.0864217931
600	0.9931696826	0.08635043192
601	0.9931886098	0.08625472373
602	0.9932013901	0.08618571676
603	0.9932155661	0.08610608312
604	0.9932283181	0.08605912137
605	0.9932429523	0.08599599568
606	0.9932553026	0.0859357288
607	0.9932718824	0.08586130014
608	0.9932800736	0.08581560772
609	0.9933083903	0.08568363299
610	0.9933434885	0.08553144665
611	0.9933702121	0.08542564395
612	0.9933877435	0.0853556333
613	0.9934013203	0.08530400426
614	0.9934087079	0.08526984122
615	0.9934096173	0.08525321785
616	0.9934202475	0.08520688056
617	0.9934296371	0.08514893722
618	0.9934431646	0.08507658888
619	0.993451666	0.08502643436
620	0.9934707412	0.08494285441
621	0.9934773604	0.08489156895
622	0.9934951597	0.08481842467
623	0.9935088211	0.08474061754
624	0.9935269729	0.08466372069
625	0.9935397109	0.08460321401
626	0.9935497631	0.08453864984
627	0.9935691907	0.08446641694
628	0.9935872932	0.08437992069
629	0.9935901975	0.08435116061
630	0.9936108658	0.08428674275
631	0.993620199	0.08422522831
632	0.993633952	0.0841661441
633	0.9936412409	0.08413139071
634	0.9936551702	0.08406843616
635	0.9936610634	0.08403424429
636	0.9936979731	0.08387708534
637	0.9937110283	0.08380672664
638	0.9937116205	0.08377873078
639	0.9937181974	0.08373959074
640	0.9937387811	0.08367279666
641	0.9937491999	0.0836013927
642	0.9937626076	0.08354271524
643	0.993768825	0.08351095433
644	0.9937806324	0.08342640412
645	0.9937880623	0.0833881797
646	0.9938067992	0.08328055333
647	0.9938144335	0.08324284397
648	0.9938302943	0.08317398509
649	0.9938420665	0.08310644748
650	0.9938699039	0.08297417697
651	0.9938938713	0.08287729902
652	0.9939171619	0.08277199972
653	0.9939362301	0.08266493527
654	0.9939462541	0.08261713429
655	0.9940001455	0.08238421657
656	0.9940115864	0.08232890128
657	0.9940300554	0.08222569188
658	0.994057921	0.08209504349
659	0.9940704757	0.08203932933
660	0.9940758683	0.08200059458
661	0.9941005336	0.08189483052
662	0.9941145263	0.08181355089
663	0.9941226541	0.08177781836
664	0.994140545	0.08171010963
665	0.9941464664	0.08164084866
666	0.9941567512	0.08159220583
667	0.9941738738	0.08150196564
668	0.9941990114	0.08140519665
669	0.9942234581	0.08129287584
670	0.994233461	0.0812549656
671	0.9942508726	0.08115470933
672	0.9942700394	0.08107787447
673	0.9942780121	0.08101928744
674	0.994293464	0.08095930536
675	0.9943085846	0.08087793888
676	0.9943264967	0.08080160013
677	0.9943356114	0.08072784782
678	0.994348589	0.0806591989
679	0.9943579856	0.0806015358
680	0.9943635898	0.08056646339
681	0.994379655	0.08046940127
682	0.9944009507	0.08037372374
683	0.9944093957	0.08035687016
684	0.9944193492	0.08030070662
685	0.9944243259	0.08027004857
686	0.9944283017	0.08025288476
687	0.9944478845	0.08014371742
688	0.9944628006	0.08008342395
689	0.9944848788	0.08001611637
690	0.9944933097	0.07995821523
691	0.9945062098	0.07989659019
692	0.9945236919	0.07979622154
693	0.9945320523	0.07975981145
694	0.9945387138	0.07969434686
695	0.9945517055	0.07963661674
696	0.9945501759	0.07959306342
697	0.9945547085	0.07956969638
698	0.994570097	0.07948478951
699	0.9945878893	0.07938433919
700	0.9946004369	0.0793218327
701	0.9946304948	0.07918544213
702	0.9946526928	0.07906713799
703	0.9946603413	0.07902956636
704	0.9946678557	0.07898601083
705	0.9946907093	0.0788896394
706	0.9946944595	0.07886154755
707	0.9947007474	0.07882113453
708	0.9947045681	0.0787983815
709	0.99472045	0.07869374163
710	0.9947433812	0.07857573548
711	0.9947527214	0.07854028089
712	0.9947726848	0.07843624689
713	0.9947908507	0.07836278274
714	0.9948024115	0.07827265316
715	0.9948247434	0.07816889041
716	0.9948511005	0.07806340345
717	0.9948596019	0.07801111469
718	0.9948672996	0.07795097873
719	0.9948750326	0.07790440645
720	0.9948850566	0.07785031213
721	0.9948882288	0.0778037711
722	0.9948938329	0.07776461153
723	0.9948992186	0.07774981728
724	0.9949034622	0.07771344643
725	0.9949109485	0.07764526929
726	0.9949299039	0.07755332463
727	0.9949391383	0.07750256028
728	0.994959701	0.07739915073
729	0.9949760904	0.07731827019
730	0.9949939602	0.07725208143
731	0.9950091654	0.07718423889
732	0.9950364953	0.07706639815
733	0.9950481265	0.07699951358
734	0.9950576923	0.07693500648
735	0.9950795308	0.07683754114
736	0.9950926847	0.07675813977
737	0.9950971257	0.07672299722
738	0.9951019826	0.0767043842
739	0.9951449548	0.07653061735
740	0.9951545347	0.07648223141
741	0.995166321	0.07639476847
742	0.9951753017	0.07633120655
743	0.995193383	0.07624607982
744	0.995204119	0.07618814659
745	0.9952171389	0.07610861129
746	0.9952393299	0.07600717602
747	0.995257679	0.07591904142
748	0.995279299	0.07580841801
749	0.9952998123	0.07571823954
750	0.9953093005	0.07563855401
751	0.9953310827	0.07555275171
752	0.9953435316	0.07547750755
753	0.9953438136	0.075466108
754	0.9953549232	0.07536913104
755	0.9953704738	0.07529300775
756	0.9953896688	0.07521617312
757	0.9954022446	0.0751730343
758	0.9954054732	0.07513361451
759	0.9954209181	0.07505611202
760	0.9954266209	0.0750155761
761	0.9954423195	0.07493239998
762	0.9954627623	0.07485636301
763	0.995473026	0.07479530983
764	0.9954853692	0.07473587919
765	0.9955017727	0.07463651164
766	0.9955181834	0.07454383032
767	0.9955350099	0.07444799018
768	0.9955380622	0.07442135795
769	0.995550201	0.07434678034
770	0.9955539089	0.07432716743
771	0.995565808	0.0742674338
772	0.9955694172	0.07420279541
773	0.9955769175	0.07415735169
774	0.9955884712	0.07411356953
775	0.9955997994	0.07405134249
776	0.9956061719	0.07399327408
777	0.9956073279	0.07398260315
778	0.9956198544	0.07392034276
779	0.9956258745	0.07387058399
780	0.9956337132	0.07382374795
781	0.9956409175	0.07379268421
782	0.9956539022	0.07371831778
783	0.9956560452	0.07369490258
784	0.9956635949	0.07363904881
785	0.9956781727	0.07355419568
786	0.9956835019	0.07352868417
787	0.995701985	0.07346261264
788	0.9957039235	0.07342528178
789	0.9957057352	0.07341761226
790	0.9957218709	0.07331112658
791	0.99574065	0.07323710525
792	0.9957548331	0.07315696314
793	0.9957660202	0.07309199622
794	0.9957737885	0.0730301964
795	0.9957844328	0.07296924522
796	0.9957925535	0.07291919484
797	0.9958031626	0.07285630549
798	0.9958133911	0.07275414757
799	0.9958276939	0.07266270652
800	0.9958358499	0.07258506157
801	0.9958435195	0.07253391395
802	0.9958678111	0.07243282639
803	0.9958798794	0.07237091214
804	0.9958861603	0.07233005739
805	0.9958951128	0.07227201157
806	0.9959178325	0.07215770141
807	0.9959277719	0.07209978045
808	0.9959303519	0.07207337737
809	0.9959461915	0.07197263526
810	0.9959554965	0.07191882858
811	0.9959607764	0.07187896113
812	0.9959735566	0.07181085265
